hidden_units,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
32,1,0.7682764348724573,0.5705067232516654,0.4627532876895245,0.5705067232516654
32,2,0.38292137120778746,0.41015508843069,0.30059421770528827,0.41015508843069
32,3,0.2741601168711668,0.31734289597102794,0.2241648462480266,0.31734289597102794
32,4,0.19633578324406825,0.22015635829300276,0.16838308394949394,0.22015635829300276
32,5,0.15251043241944753,0.18418281460343278,0.1554537414092291,0.18418281460343278
32,6,0.1344411488949925,0.17227620459913676,0.14415534731732163,0.17227620459913676
32,7,0.12552849086560017,0.15798368175648905,0.1266463641924579,0.15798368175648905
32,8,0.11841322039392904,0.1518030147021601,0.11623598149270836,0.1518030147021601
32,9,0.11516294889853831,0.14760264695390432,0.1078504574209045,0.14760264695390432
32,10,0.11299861063902943,0.1477105627761387,0.1032738619532727,0.1477105627761387
32,11,0.10914155776426782,0.14568041908693125,0.09502102665029823,0.14568041908693125
32,12,0.10806614158315411,0.14128840349789729,0.09579523411170608,0.14128840349789729
32,13,0.10615322998662009,0.1392557907050265,0.10175595948383653,0.1392557907050265
32,14,0.10448971245747814,0.13599132829563942,0.08807029488049532,0.13599132829563942
32,15,0.1031018001604913,0.13384417600158696,0.09433605780061038,0.13384417600158696
32,16,0.10195965088868815,0.13709137943704627,0.09278006026898374,0.13709137943704627
32,17,0.10096686031359425,0.13466678280630479,0.09125181842578393,0.13466678280630479
32,18,0.09932865208041163,0.131546490116453,0.08663627990945846,0.131546490116453
32,19,0.09889174168066851,0.12939499068311172,0.08853535755898258,0.12939499068311172
32,20,0.09861053818225674,0.1292660879673771,0.08658238305195522,0.1292660879673771
32,21,0.09681380945586802,0.1289550986737959,0.09053836451734644,0.1289550986737959
32,22,0.09638880507573135,0.12586397793634008,0.08795594568050115,0.12586397793634008
32,23,0.09604072945493637,0.12674388692289212,0.08975835922481301,0.12674388692289212
32,24,0.09504782042204397,0.1259974239226727,0.08910022788328754,0.1259974239226727
32,25,0.09499635208029668,0.12463820412302413,0.08945919576555016,0.12463820412302413
32,26,0.09384181621415742,0.12432444756151578,0.09042831663525268,0.12432444756151578
32,27,0.09379343525323801,0.12453360226212903,0.08765496306652323,0.12453360226212903
32,28,0.09329112376930014,0.12383365302845847,0.08934353134955665,0.12383365302845847
32,29,0.09353998822205388,0.12393280012050108,0.08946558899070342,0.12393280012050108
32,30,0.09298128548839964,0.12379820255415798,0.08958024650083472,0.12379820255415798
64,1,0.5751693028482949,0.44697226563410675,0.32202825062132245,0.44697226563410675
64,2,0.2983340681394565,0.3370002039010588,0.2269281593121029,0.3370002039010588
64,3,0.19820464585017372,0.22564478950974637,0.1515710366673773,0.22564478950974637
64,4,0.14442305119190615,0.17831169426338106,0.1151910979460312,0.17831169426338106
64,5,0.12312708224463781,0.15674407808449037,0.10102354802849327,0.15674407808449037
64,6,0.11243461997392974,0.14933646635955214,0.09319536421494594,0.14933646635955214
64,7,0.10633216874799699,0.13951090566455257,0.09417403987033393,0.13951090566455257
64,8,0.10109461410617342,0.1277319083618349,0.08579368904830324,0.1277319083618349
64,9,0.09750251335499799,0.126565500240917,0.08907142575509659,0.126565500240917
64,10,0.09423349208989454,0.1333228087962137,0.0930692183815502,0.1333228087962137
64,11,0.0927940292719582,0.1248532063458355,0.09067349066432506,0.1248532063458355
64,12,0.08985175381486232,0.12157552467356912,0.08921685184820233,0.12157552467356912
64,13,0.08876143055244275,0.11807092290228322,0.08600740602813305,0.11807092290228322
64,14,0.0870422845750205,0.11945738879592356,0.09073062933602959,0.11945738879592356
64,15,0.08606352299405043,0.11826003981394788,0.08920184367776222,0.11826003981394788
64,16,0.08523519569466964,0.11426602126384426,0.08588491014322835,0.11426602126384426
64,17,0.08412419459702128,0.11327720365742641,0.08514229372536328,0.11327720365742641
64,18,0.0826904239545297,0.11306516780734056,0.08535490106223567,0.11306516780734056
64,19,0.08176212644429652,0.11110955085626566,0.081363537255604,0.11110955085626566
64,20,0.08094155874214423,0.10982942305204485,0.08198593176373191,0.10982942305204485
64,21,0.07995599615307206,0.10834255420187681,0.08298696904112052,0.10834255420187681
64,22,0.07932790534152669,0.1083555230690792,0.08352598010183195,0.1083555230690792
64,23,0.07872893449468786,0.108376927882464,0.08188657210596115,0.108376927882464
64,24,0.07782874683669681,0.10682131931322703,0.07978856446570276,0.10682131931322703
64,25,0.07741733682012913,0.10532909211830799,0.07960064747244391,0.10532909211830799
64,26,0.07723143821088027,0.10505565647897258,0.07951291695440511,0.10505565647897258
64,27,0.07651252253931395,0.10484300598458382,0.07955214991343686,0.10484300598458382
64,28,0.07651240940949934,0.10437995934065634,0.07931847509188779,0.10437995934065634
64,29,0.07662841238233507,0.10441055506091124,0.07958931062890215,0.10441055506091124
64,30,0.07668315766224261,0.10436063373360396,0.07939960464123436,0.10436063373360396
128,1,0.4471049493883431,0.39593158718170296,0.29419412048373983,0.39593158718170296
128,2,0.23801178163037381,0.2565057581933844,0.18230323865162412,0.2565057581933844
128,3,0.15195020767311848,0.18257517051700167,0.1170569358024975,0.18257517051700167
128,4,0.11986656265575994,0.15249789329040922,0.11018687103810727,0.15249789329040922
128,5,0.10687616076174206,0.1398099170485123,0.15479645951509113,0.1398099170485123
128,6,0.09857277053246037,0.1260742816591806,0.1958563945371265,0.1260742816591806
128,7,0.09273446215904395,0.12155857985472791,0.21795901939501652,0.12155857985472791
128,8,0.0885837084697077,0.11878824632945298,0.2346460626427426,0.11878824632945298
128,9,0.08441463721772799,0.11486977706553868,0.22945757606366848,0.11486977706553868
128,10,0.08256671463096955,0.11011487036665239,0.22390401028972218,0.11011487036665239
128,11,0.08079084026593615,0.11216667384563057,0.21571742686343473,0.11216667384563057
128,12,0.07867243675634944,0.10711729991316112,0.19977686846017317,0.10711729991316112
128,13,0.07710568973066481,0.10410464769056303,0.19523870771492383,0.10410464769056303
128,14,0.07668118566227858,0.10501266179720704,0.19590777420552505,0.10501266179720704
128,15,0.07484347363480687,0.10487657835547494,0.19460619042801916,0.10487657835547494
128,16,0.07350715160884513,0.10240921754106862,0.1827803242208833,0.10240921754106862
128,17,0.07290374318158234,0.10125877700835732,0.18426500031211956,0.10125877700835732
128,18,0.07188372799872277,0.09967810018886575,0.1728108242906805,0.09967810018886575
128,19,0.07082832067315957,0.10101410980146432,0.17403157063286082,0.10101410980146432
128,20,0.07033085001302149,0.09844441956330664,0.1708548044449762,0.09844441956330664
128,21,0.0689398579594783,0.09787826488992034,0.16925967937593797,0.09787826488992034
128,22,0.06875674791072657,0.09550368655886052,0.16318480628510829,0.09550368655886052
128,23,0.06769262903269083,0.09535500786182138,0.16231949494867795,0.09535500786182138
128,24,0.06706085569799836,0.09621139056203919,0.16197692885305776,0.09621139056203919
128,25,0.06637991757235918,0.09422127796410087,0.15596859095303217,0.09422127796410087
128,26,0.06644685277086645,0.09386957370384136,0.1551106325523692,0.09386957370384136
128,27,0.06565178165086538,0.09347689367807453,0.1542803912816839,0.09347689367807453
128,28,0.06522674926321258,0.09319011539830159,0.15457192232579536,0.09319011539830159
128,29,0.06527267747106881,0.09320816972550326,0.15398884206654403,0.09320816972550326
128,30,0.0649849500793677,0.09321503106346163,0.15395945902077807,0.09321503106346163
256,1,0.3585448078588938,0.3261953004017342,0.2536149701245491,0.3261953004017342
256,2,0.17885881544878848,0.1952355285436395,0.155665645986609,0.1952355285436395
256,3,0.12178818659163906,0.1512686994034088,0.11088119306509087,0.1512686994034088
256,4,0.10233801096689477,0.13582126763589267,0.1957114551278499,0.13582126763589267
256,5,0.09175872916890837,0.11885418728808785,0.2824101897932369,0.11885418728808785
256,6,0.08558357906187161,0.11763661964270453,0.316628996943709,0.11763661964270453
256,7,0.08202325161546468,0.10833884331177415,0.3298917343921909,0.10833884331177415
256,8,0.08055411031969723,0.11170651214398511,0.3452695717278182,0.11170651214398511
256,9,0.07833447497940418,0.10672036859904464,0.3324362258836373,0.10672036859904464
256,10,0.07639399762389658,0.1122643026926465,0.33023626181149435,0.1122643026926465
256,11,0.07515237343262185,0.10339017254897055,0.3211341633216405,0.10339017254897055
256,12,0.07329179467267856,0.10121184917289687,0.3219734401268414,0.10121184917289687
256,13,0.07228486843968579,0.1025709577730537,0.31258350949511327,0.1025709577730537
256,14,0.07081807126470928,0.10134503086255701,0.30034603915298025,0.10134503086255701
256,15,0.06972482708521081,0.09997901913089999,0.3063294390023003,0.09997901913089999
256,16,0.06928891830579079,0.0986435984012793,0.290079579571752,0.0986435984012793
256,17,0.06819328869659354,0.09760133109505234,0.2988898944920967,0.09760133109505234
256,18,0.06665409371560933,0.09546635108175557,0.28637892861975534,0.09546635108175557
256,19,0.0661761816643658,0.09571201937842247,0.28340798895029384,0.09571201937842247
256,20,0.06474431633095445,0.09282644575211439,0.280518384027585,0.09282644575211439
256,21,0.0632571502774369,0.09249882873190444,0.27701127549691285,0.09249882873190444
256,22,0.06269139194747014,0.09238330226541949,0.27182825589856136,0.09238330226541949
256,23,0.062001232503441105,0.08902136531606927,0.26650417683444144,0.08902136531606927
256,24,0.06090080814181682,0.08980687802665958,0.2657320674729814,0.08980687802665958
256,25,0.06010455105459578,0.08958708646894702,0.26300100073461236,0.08958708646894702
256,26,0.060060927726538905,0.0883916778645462,0.26148618193617945,0.0883916778645462
256,27,0.059192400981541986,0.08791998960722062,0.25972307678149664,0.08791998960722062
256,28,0.05857322018160784,0.08791051500971507,0.2582552266572662,0.08791051500971507
256,29,0.058848285015959005,0.08760296884976071,0.2583466704950369,0.08760296884976071
256,30,0.05898695757709081,0.08749734840599059,0.2585312678151036,0.08749734840599059
