seq_len,epoch,train_loss,val_loss,val_mse_all,val_mse_masked
10,1,0.42850045039733153,0.4010706513556678,0.23613997023193792,0.4010706513556678
10,2,0.288975668297767,0.32269401320771435,0.16378975328161344,0.32269401320771435
10,3,0.253907390835641,0.29313167655610123,0.16514005664607848,0.29313167655610123
10,4,0.23723546148464936,0.28124149794795766,0.23950323235846088,0.28124149794795766
10,5,0.226296572571864,0.27380279547839675,0.2911245402374188,0.27380279547839675
10,6,0.22160129255057504,0.2753060657634221,0.320861785785544,0.2753060657634221
10,7,0.21802926999962588,0.2665423114682558,0.31932619754993,0.2665423114682558
10,8,0.21491363201513752,0.26890018985952463,0.34401814031843997,0.26890018985952463
10,9,0.21289447278640947,0.26844071172627004,0.35267605893841875,0.26844071172627004
10,10,0.21114203096069192,0.26423078910530245,0.3513272968518277,0.26423078910530245
10,11,0.20910265844590809,0.26174656235664034,0.34876854927600226,0.26174656235664034
10,12,0.20785609497881732,0.2592508948803848,0.3366286818783578,0.2592508948803848
10,13,0.20506216296078367,0.25637996083342035,0.33101848257215416,0.25637996083342035
10,14,0.20406336212356735,0.2536511941017348,0.32911779688687043,0.2536511941017348
10,15,0.20252242240155977,0.25519625434035886,0.3293710625134702,0.25519625434035886
10,16,0.2004024962865658,0.2508724748092519,0.32139858759079076,0.2508724748092519
10,17,0.19960438360985627,0.25178800949262004,0.32114545497941654,0.25178800949262004
10,18,0.1974764830230635,0.2503568915636061,0.30390719685811374,0.2503568915636061
10,19,0.19675137007054874,0.2544027315897745,0.30109666428719734,0.2544027315897745
10,20,0.19477182538837598,0.24826723760203837,0.2932629415019867,0.24826723760203837
10,21,0.19407974302662567,0.2486372645895652,0.292830863735519,0.2486372645895652
10,22,0.19296667306309342,0.246915384590043,0.2852176163603641,0.246915384590043
10,23,0.19155924036786076,0.245170142031802,0.28361442292473926,0.245170142031802
10,24,0.18964368398279824,0.24464204852924268,0.2760234075330612,0.24464204852924268
10,25,0.18833210290337707,0.2447600421149225,0.27241681700451525,0.2447600421149225
10,26,0.18819160088852332,0.24287693076775144,0.26680537128857157,0.24287693076775144
10,27,0.18717166092266058,0.2435647506951595,0.2669359956290875,0.2435647506951595
10,28,0.1863768084876029,0.2423375412081561,0.26646953128704315,0.2423375412081561
10,29,0.18597977797033008,0.2427480918360686,0.2665575919564849,0.2427480918360686
10,30,0.1871150899777244,0.24267831532163844,0.2664690671639134,0.24267831532163844
30,1,0.41538307900398463,0.37732278215813303,0.26644278836633173,0.37732278215813303
30,2,0.22825824075822215,0.23887355181259748,0.1518811517432366,0.23887355181259748
30,3,0.15832366445180723,0.1861364325238146,0.1091424950569685,0.1861364325238146
30,4,0.13557673053580938,0.17048661766897505,0.1317970829298067,0.17048661766897505
30,5,0.1244364851570062,0.1592533902493513,0.18813923399156474,0.1592533902493513
30,6,0.11675198955036939,0.15042807431289887,0.21250834762948387,0.15042807431289887
30,7,0.11207299978979171,0.1438255853767933,0.20987882670561686,0.1438255853767933
30,8,0.10930753690690476,0.14087408186136505,0.21269698145340032,0.14087408186136505
30,9,0.10692733625360465,0.14065569754477228,0.2121969067527183,0.14065569754477228
30,10,0.10351844748162897,0.13754445992995332,0.1936927904718953,0.13754445992995332
30,11,0.10258664408393499,0.13693165258507417,0.20025592809415899,0.13693165258507417
30,12,0.10085511131215623,0.13311520343887076,0.18977015992682478,0.13311520343887076
30,13,0.09879819761993269,0.13207346775022008,0.18186667848300456,0.13207346775022008
30,14,0.09787372339730854,0.130003391513584,0.17268618908215033,0.130003391513584
30,15,0.09687150127119376,0.12711524058813847,0.17513337781868055,0.12711524058813847
30,16,0.09614779531811898,0.1297858217540447,0.17199749466975825,0.1297858217540447
30,17,0.09453367044317856,0.12650532386345353,0.16991400454058614,0.12650532386345353
30,18,0.09343377968363056,0.12448885581115883,0.16580762657242826,0.12448885581115883
30,19,0.0922627010326587,0.1266090512756399,0.16135068983263298,0.1266090512756399
30,20,0.09146946071385777,0.12364614022928744,0.16049505888952198,0.12364614022928744
30,21,0.09024150282961865,0.12166988453393492,0.15217050270421484,0.12166988453393492
30,22,0.08987857225472055,0.1215857039569594,0.1547597087349817,0.1215857039569594
30,23,0.08875137522216824,0.11976655518290358,0.15159150792156142,0.11976655518290358
30,24,0.08780138153993225,0.12044264063695861,0.14865536836875912,0.12044264063695861
30,25,0.08719958891064321,0.11974687633917941,0.14759210765838887,0.11974687633917941
30,26,0.0863325274670444,0.1190520129312195,0.14404882705161132,0.1190520129312195
30,27,0.08625454517491793,0.11910725094717389,0.14442670128407387,0.11910725094717389
30,28,0.08576424864301434,0.11829479445522825,0.1423511955532431,0.11829479445522825
30,29,0.08534625471760773,0.1182215413758938,0.14261720292215102,0.1182215413758938
30,30,0.08565767078069363,0.11803353609117019,0.1423569875231201,0.11803353609117019
50,1,0.44551179446455447,0.3825366628787694,0.2780574445564715,0.3825366628787694
50,2,0.23320365549888303,0.24864897782998363,0.17107052924259764,0.24864897782998363
50,3,0.14987309532389162,0.1791873998414666,0.1136412469365149,0.1791873998414666
50,4,0.1185390693900209,0.1515227334582338,0.11600361195399261,0.1515227334582338
50,5,0.10541001916212414,0.13565713703318855,0.14006743739183267,0.13565713703318855
50,6,0.09682217898897043,0.12603143535461206,0.16528161495875981,0.12603143535461206
50,7,0.09164082262974987,0.1197166205253212,0.1886097945416257,0.1197166205253212
50,8,0.087539800435445,0.11592657390718544,0.17574771670899986,0.11592657390718544
50,9,0.08495483181440802,0.11020359470949588,0.1745901607524906,0.11020359470949588
50,10,0.08260553559256217,0.11040386647692796,0.16772646142432496,0.11040386647692796
50,11,0.08061167249570088,0.11166857533725974,0.15788091179174094,0.11166857533725974
50,12,0.07936182758906853,0.10624572978364875,0.15359267091217582,0.10624572978364875
50,13,0.07749238525001183,0.10481671418078876,0.14743324535933464,0.10481671418078876
50,14,0.07657046616194386,0.10415332742233797,0.14601877851480896,0.10415332742233797
50,15,0.07489335019392908,0.10456889251213862,0.14223270276963845,0.10456889251213862
50,16,0.07401996250856475,0.10598727105587151,0.14334714825182499,0.10598727105587151
50,17,0.07322668219613879,0.10018159715328831,0.13770015995315446,0.10018159715328831
50,18,0.0719415832606248,0.10082812051460362,0.13430637586932456,0.10082812051460362
50,19,0.0709753405890505,0.09977295944061895,0.1317617269342312,0.09977295944061895
50,20,0.0704112642045532,0.09867718010675515,0.12688183556773316,0.09867718010675515
50,21,0.06936657538043929,0.09810797958922522,0.12694165987577613,0.09810797958922522
50,22,0.0689611150776409,0.0964554181155467,0.12322940975900702,0.0964554181155467
50,23,0.06805648619142395,0.09610653270367488,0.12487784656572457,0.09610653270367488
50,24,0.0675165892989496,0.09531143454065542,0.12036423066982589,0.09531143454065542
50,25,0.06644790838216687,0.09452579674696503,0.11955338952832709,0.09452579674696503
50,26,0.06678762189938658,0.09507397727347441,0.11899591974562444,0.09507397727347441
50,27,0.065788774719839,0.0942220095687329,0.11775671096145825,0.0942220095687329
50,28,0.06556391902618823,0.09373535427326299,0.1174435736014846,0.09373535427326299
50,29,0.06554839607661522,0.09380322604135125,0.11769282770709581,0.09380322604135125
50,30,0.06560059698588058,0.09374989998193953,0.11753327399527567,0.09374989998193953
100,1,0.5178838647876264,0.4088829489366882,0.3083993883440285,0.4088829489366882
100,2,0.25833379583298094,0.2863854602691527,0.21086632494697397,0.2863854602691527
100,3,0.16316826731678152,0.19030669430618447,0.13385799877085527,0.19030669430618447
100,4,0.11569978271125624,0.15144100111565795,0.10905703216259777,0.15144100111565795
100,5,0.09550442495460859,0.12321585823099196,0.10510910477076568,0.12321585823099196
100,6,0.08509868164314177,0.11605021264686706,0.11471597661655707,0.11605021264686706
100,7,0.07883439762643625,0.10898655593714625,0.12450282385909141,0.10898655593714625
100,8,0.07416797333001679,0.10730787256254909,0.12959476168463868,0.10730787256254909
100,9,0.07000093574674014,0.09796604389050617,0.12385542222407502,0.09796604389050617
100,10,0.06756235735781756,0.09402285956131784,0.12463459631354634,0.09402285956131784
100,11,0.0660835295591411,0.09291863891441653,0.12368267051287685,0.09291863891441653
100,12,0.06371359247450947,0.09156809793855876,0.12382882891706161,0.09156809793855876
100,13,0.06308620045048764,0.09128406128742943,0.11753792795727146,0.09128406128742943
100,14,0.06126028967554881,0.0880090286234487,0.11024106480181217,0.0880090286234487
100,15,0.0597825876916687,0.08790687941670508,0.10858073669919611,0.08790687941670508
100,16,0.059171602100091765,0.08696315607496952,0.10755149048240079,0.08696315607496952
100,17,0.05810319129090863,0.08458236786883115,0.10639371743145906,0.08458236786883115
100,18,0.057581275768233964,0.08917591016462613,0.11199572552221633,0.08917591016462613
100,19,0.056336043401382235,0.08330811600643175,0.10226213990121356,0.08330811600643175
100,20,0.05502929726625496,0.0830416971406361,0.10229522134255115,0.0830416971406361
100,21,0.0549061877499099,0.08165771605401712,0.09881251870353504,0.08165771605401712
100,22,0.05428087019001374,0.08169143198959654,0.09892713950525783,0.08169143198959654
100,23,0.05314889412222327,0.0805638991359887,0.09368684778642898,0.0805638991359887
100,24,0.05277380181761459,0.08022022625743744,0.0943931751052124,0.08022022625743744
100,25,0.05235724372451612,0.08000768252191938,0.09288272842883566,0.08000768252191938
100,26,0.05193200510403682,0.07947147530129063,0.0918631519011486,0.07947147530129063
100,27,0.05155449261712721,0.07885943540217911,0.08962434463270788,0.07885943540217911
100,28,0.051507486347629895,0.07853379419987826,0.09008423421724115,0.07853379419987826
100,29,0.05095171375756664,0.07856058503595804,0.09013066211311155,0.07856058503595804
100,30,0.05102633568304648,0.07847517573031595,0.08990951268672265,0.07847517573031595
